fromnode,tonode,clientID,a,budget,clientRatio
74,12,3,14,50.37,3.597857142857143
74,12,4,14,49.84,3.56
74,12,5,13,31.83,2.4484615384615385
74,12,6,10,24.46,2.446
74,12,7,1,2.13,2.13
74,12,8,5,7.24,1.448
74,12,9,13,2.97,0.22846153846153847
74,19,0,4,15.77,3.9425
74,19,1,19,71.51,3.763684210526316
74,19,2,14,52.31,3.7364285714285717
74,19,3,8,27.75,3.46875
74,19,4,6,17.26,2.876666666666667
74,19,5,9,25.38,2.82
74,19,6,1,2.79,2.79
74,19,7,14,30.91,2.2078571428571427
74,19,8,15,29.94,1.996
74,19,9,6,7.37,1.2283333333333333
74,41,0,6,20.25,3.375
74,41,1,4,12.82,3.205
74,41,2,13,40.94,3.149230769230769
74,41,3,11,32.51,2.955454545454545
74,41,4,15,31.51,2.1006666666666667
74,41,5,7,14.15,2.0214285714285714
74,41,6,14,28.26,2.0185714285714287
74,41,7,16,31.94,1.99625
74,41,8,18,16.84,0.9355555555555556
74,41,9,4,1.15,0.2875
74,46,0,14,63.99,4.570714285714286
74,46,1,4,17.98,4.495
74,46,2,14,54.72,3.9085714285714284
74,46,3,12,39.43,3.285833333333333
74,46,4,13,33.46,2.573846153846154
74,46,5,6,15.19,2.5316666666666667
74,46,6,20,46.32,2.316
74,46,7,2,3.43,1.715
74,46,8,15,22.02,1.468
74,46,9,1,0.68,0.68
74,50,0,17,195.36,11.491764705882353
74,50,1,13,144.74,11.133846153846154
74,50,2,3,28.97,9.656666666666666
74,50,3,18,155.65,8.647222222222222
74,50,4,12,84.64,7.053333333333334
74,50,5,7,40.56,5.7942857142857145
74,50,6,13,74.28,5.713846153846154
74,50,7,5,22.39,4.478
74,50,8,4,12.07,3.0175
74,50,9,6,11.63,1.9383333333333335
74,68,0,5,21.08,4.215999999999999
74,68,1,10,41.13,4.113
74,68,2,13,48.64,3.7415384615384615
74,68,3,14,51.76,3.697142857142857
74,68,4,14,36.62,2.6157142857142857
74,68,5,9,18.46,2.051111111111111
74,68,6,16,32.55,2.034375
74,68,7,10,18.57,1.857
74,68,8,8,12.69,1.58625
74,68,9,16,3.64,0.2275
74,83,0,7,57.68,8.24
74,83,1,19,149.32,7.8589473684210525
74,83,2,10,74.33,7.433
74,83,3,3,17.44,5.8133333333333335
74,83,4,1,5.8,5.8
74,83,5,12,67.17,5.5975
74,83,6,5,23.74,4.747999999999999
74,83,7,16,62.4,3.9
74,83,8,12,19.35,1.6125
74,83,9,2,2.11,1.055
83,6,0,20,6.85,0.34249999999999997
83,6,1,13,3.64,0.28
83,6,2,18,5.02,0.27888888888888885
83,6,3,3,0.72,0.24
83,6,4,6,1.31,0.21833333333333335
83,6,5,4,0.83,0.2075
83,6,6,15,1.96,0.13066666666666665
83,6,7,10,0.98,0.098
83,6,8,5,0.42,0.08399999999999999
83,6,9,8,0.61,0.07625
83,9,0,15,30.28,2.018666666666667
83,9,1,15,22.79,1.5193333333333332
83,9,2,4,5.09,1.2725
83,9,3,6,7.43,1.2383333333333333
83,9,4,7,8.54,1.22
83,9,5,5,5.49,1.098
83,9,6,9,8.84,0.9822222222222222
83,9,7,16,9.83,0.614375
83,9,8,10,5.09,0.509
83,9,9,18,3.84,0.21333333333333332
83,12,0,10,31.55,3.1550000000000002
83,12,1,11,33.45,3.040909090909091
83,12,2,2,5.18,2.59
83,12,3,12,29.09,2.424166666666667
83,12,4,19,36.64,1.928421052631579
83,12,5,11,20.05,1.8227272727272728
83,12,6,12,20.06,1.6716666666666666
83,12,7,3,2.38,0.7933333333333333
83,12,8,1,0.72,0.72
83,12,9,1,0.22,0.22
83,19,0,16,52.95,3.309375
83,19,1,14,38.68,2.762857142857143
83,19,2,17,41.96,2.468235294117647
83,19,3,4,9.15,2.2875
83,19,4,11,21.15,1.9227272727272726
83,19,5,12,19.04,1.5866666666666667
83,19,6,7,9.45,1.3499999999999999
83,19,7,11,6.2,0.5636363636363636
83,19,8,18,7.04,0.39111111111111113
83,19,9,5,1.57,0.314
83,41,0,17,85.39,5.022941176470589
83,41,1,3,12.13,4.043333333333334
83,41,2,11,40.65,3.6954545454545453
83,41,3,7,23.86,3.4085714285714284
83,41,4,5,15.38,3.076
83,41,5,16,34.89,2.180625
83,41,6,2,4.31,2.155
83,41,7,17,32.17,1.8923529411764708
83,41,8,4,7.3,1.825
83,41,9,10,16.38,1.638
83,46,0,18,42.78,2.376666666666667
83,46,1,20,47.06,2.353
83,46,2,2,4.26,2.13
83,46,3,18,30.15,1.6749999999999998
83,46,4,16,26.67,1.666875
83,46,5,18,28.41,1.5783333333333334
83,46,6,13,11.4,0.8769230769230769
83,46,7,3,1.95,0.65
83,46,8,20,9.67,0.4835
83,46,9,1,0.23,0.23
83,50,0,6,28.04,4.673333333333333
83,50,1,5,21.25,4.25
83,50,2,14,58.63,4.187857142857143
83,50,3,18,69.44,3.8577777777777778
83,50,4,15,51.33,3.4219999999999997
83,50,5,14,43.68,3.12
83,50,6,1,2.11,2.11
83,50,7,2,3.7,1.85
83,50,8,10,11.62,1.162
83,50,9,6,4.4,0.7333333333333334
83,68,0,19,92.53,4.87
83,68,1,4,16.28,4.07
83,68,2,1,3.6,3.6
83,68,3,20,63.26,3.163
83,68,4,14,43.12,3.0799999999999996
83,68,5,14,41.27,2.947857142857143
83,68,6,2,5.39,2.695
83,68,7,5,12.91,2.582
83,68,8,13,31.68,2.436923076923077
83,68,9,17,6.88,0.4047058823529412
83,74,0,4,34.12,8.53
83,74,1,6,48.0,8.0
83,74,2,7,54.43,7.775714285714286
83,74,3,1,6.02,6.02
83,74,4,3,17.07,5.69
83,74,5,1,3.89,3.89
83,74,6,1,2.63,2.63
83,74,7,19,44.75,2.3552631578947367
83,74,8,3,6.47,2.1566666666666667
83,74,9,4,5.66,1.415
